customer_id,first_name,last_name,email,phone,age,gender,city,state,tenure_months,account_status,plan_type,monthly_revenue,voice_minutes_30d,data_gb_30d,sms_count_30d,last_payment_date,payment_method,overdue_amount,satisfaction_score,nps_score,support_tickets_6m,last_support_date,churn_risk,products_owned,recommended_products
CUST_000517,Adam,Boyd,adam.boyd@yahoo.com,539-708-0882,63,Female,East Anthonyberg,Iowa,91,Active,Basic,41.84,403.6,40.09,57,2025-05-31,Credit Card,0.0,4.25,0,0,,Low,"Mobile Service, Cloud Storage","Unlimited Data Plan, International Package, Device Upgrade"
CUST_000518,Jessica,Case,jessica.case@yahoo.com,573-615-8477x686,37,Male,East Gloria,Virginia,8,Inactive,Basic,46.7,790.0,15.87,42,2025-06-19,Credit Card,0.0,4.34,-3,0,,Medium,"Mobile Service, Insurance, Device Protection","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000519,Suzanne,Garcia,suzanne.garcia@hotmail.com,823-876-7694x5919,36,Female,New Michael,South Dakota,78,Active,Basic,62.93,853.3,13.66,56,2025-08-10,Bank Transfer,0.0,4.76,3,3,2025-03-06,Low,Mobile Service,
CUST_000520,Shannon,Preston,shannon.preston@hotmail.com,896-449-8560x125,61,Male,Johnborough,Texas,36,Suspended,Premium,117.47,150.3,6.7,59,2025-06-28,Bank Transfer,0.0,4.81,-4,0,,Low,"Mobile Service, Internet, Insurance, International Roaming",
CUST_000521,Nathan,Chan,nathan.chan@gmail.com,3508537953,34,Male,Carolynhaven,Indiana,111,Active,Basic,30.03,335.8,17.87,54,2025-06-01,Bank Transfer,45.51,4.17,10,2,2025-06-10,High,"Mobile Service, Insurance","Unlimited Data Plan, Home Internet"
CUST_000522,Joshua,Franklin,joshua.franklin@hotmail.com,996-965-5330,72,Male,West Robertville,New Hampshire,82,Active,Basic,45.96,667.5,43.11,48,2025-06-08,Bank Transfer,0.0,4.15,-2,0,,Low,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000523,Carolyn,Garza,carolyn.garza@gmail.com,001-804-209-0742,28,Male,West Deannaland,New Mexico,38,Active,Standard,40.63,321.0,19.69,47,2025-06-01,Credit Card,0.0,2.66,1,3,2025-08-02,High,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, TV Bundle"
CUST_000524,Leah,Cummings,leah.cummings@yahoo.com,756-318-5790x64771,56,Female,East Brandontown,Florida,106,Active,Standard,41.27,249.3,42.28,55,2025-06-02,Debit Card,0.0,2.46,-9,0,,Medium,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000525,Victoria,Callahan,victoria.callahan@hotmail.com,(332)613-5800x40104,79,Female,Haileyfurt,Louisiana,80,Active,Standard,69.21,983.3,12.74,59,2025-07-29,Credit Card,57.9,4.88,-6,1,2025-03-27,Medium,"Mobile Service, Internet, Device Protection, International Roaming",
CUST_000526,Sara,Silva,sara.silva@gmail.com,(552)996-7188,24,Female,Braymouth,Wyoming,78,Active,Enterprise,196.45,492.4,21.91,42,2025-08-01,Cash,0.0,4.45,3,2,2025-05-26,Low,"Mobile Service, Internet, TV Service, Home Security, Business Solutions, Cloud Storage",Unlimited Data Plan
CUST_000527,Jeremiah,Baker,jeremiah.baker@yahoo.com,001-515-983-3117x030,79,Male,Lopezville,Michigan,31,Active,Premium,87.66,465.4,21.27,46,2025-06-12,Credit Card,0.0,3.97,10,3,2025-07-30,Medium,"Mobile Service, TV Service, Home Security","Unlimited Data Plan, Device Upgrade"
CUST_000528,Brittany,Rose,brittany.rose@yahoo.com,001-847-528-1235x67983,31,Male,West Rodneyport,Oregon,89,Active,Enterprise,189.26,323.8,16.73,53,2025-07-24,Credit Card,0.0,4.18,5,2,2025-03-13,Low,"Mobile Service, Internet, TV Service, Business Solutions, Cloud Storage",Unlimited Data Plan
CUST_000529,Dylan,Walter,dylan.walter@hotmail.com,930-772-4078,59,Female,Davidside,Colorado,60,Active,Basic,51.93,244.6,20.69,52,2025-06-26,Credit Card,0.0,3.69,7,1,2025-05-16,Medium,Mobile Service,"Unlimited Data Plan, International Package, Device Upgrade"
CUST_000530,Jason,Sanders,jason.sanders@yahoo.com,450.674.5106x63436,37,Female,Stoneville,Utah,34,Suspended,Basic,51.1,659.7,8.85,52,2025-05-27,Credit Card,127.41,4.03,-5,0,,Medium,"Mobile Service, International Roaming","Device Upgrade, Home Internet"
CUST_000531,Debbie,Haley,debbie.haley@gmail.com,600-594-3181,25,Female,Myersville,Iowa,66,Active,Basic,51.53,43.8,20.48,52,2025-08-02,Credit Card,26.25,4.36,6,2,2025-08-01,Medium,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000532,Natasha,Adams,natasha.adams@gmail.com,(935)649-4012,44,Female,East Leslie,California,83,Active,Basic,42.14,367.4,24.32,57,2025-06-08,Credit Card,0.0,4.0,-7,1,2025-03-30,Medium,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000533,Martin,Gibson,martin.gibson@gmail.com,+1-276-950-2412x09579,46,Male,South Daniel,Alaska,119,Active,Standard,73.38,1222.8,6.81,61,2025-07-17,Credit Card,0.0,1.8,-1,2,2025-07-04,Medium,"Mobile Service, Internet, Insurance, International Roaming",TV Bundle
CUST_000534,Veronica,Conley,veronica.conley@hotmail.com,722.911.4577x58474,27,Male,Port Michaelmouth,North Dakota,14,Active,Premium,116.36,358.2,17.03,52,2025-08-06,Debit Card,0.0,2.49,9,0,,Medium,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade, Home Security System"
CUST_000535,Elizabeth,Grimes,elizabeth.grimes@hotmail.com,814.780.2632x5703,58,Female,Lake Christopher,Missouri,4,Active,Standard,70.59,620.4,21.66,54,2025-07-24,Bank Transfer,0.0,2.98,-6,1,2025-03-14,Medium,"Mobile Service, Internet, Device Protection, Cloud Storage",Unlimited Data Plan
CUST_000536,Tammy,Wiley,tammy.wiley@hotmail.com,+1-878-624-5569,30,Female,Jamesshire,North Dakota,18,Suspended,Basic,42.69,296.2,8.24,52,2025-07-30,Credit Card,0.0,4.03,-9,3,2025-04-29,Low,Mobile Service,"International Package, Device Upgrade, Home Internet"
CUST_000537,Mary,Martinez,mary.martinez@yahoo.com,001-654-410-7272,64,Male,Tommyland,Maine,107,Active,Basic,60.98,570.0,35.22,53,2025-05-24,Credit Card,0.0,3.93,7,1,2025-05-21,Medium,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade"
CUST_000538,Blake,Campbell,blake.campbell@hotmail.com,607-440-6500,29,Female,Natashahaven,Texas,59,Active,Standard,87.9,524.0,23.64,66,2025-08-05,Debit Card,0.0,1.76,-1,1,2025-06-10,Medium,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, International Package"
CUST_000539,Eric,Miller,eric.miller@yahoo.com,(736)591-4307,20,Female,Hendersonville,Kentucky,106,Active,Premium,129.06,337.8,31.14,53,2025-08-20,Credit Card,0.0,0.38,-6,2,2025-04-21,Medium,"Mobile Service, Internet, Insurance, Device Protection",Unlimited Data Plan
CUST_000540,Carla,Thompson,carla.thompson@yahoo.com,+1-959-423-4268x34414,73,Female,Pattonchester,Connecticut,118,Active,Premium,80.21,388.8,6.66,45,2025-06-05,Debit Card,164.99,4.24,-3,1,2025-06-04,Medium,"Mobile Service, Internet",TV Bundle
CUST_000541,Scott,Edwards,scott.edwards@hotmail.com,001-857-356-7667x080,36,Male,New Rebecca,Kansas,106,Active,Premium,123.6,612.3,20.74,49,2025-07-18,Credit Card,0.0,1.43,7,1,2025-06-01,Medium,"Mobile Service, TV Service",Unlimited Data Plan
CUST_000542,Nathan,Oliver,nathan.oliver@hotmail.com,306-726-0787x0104,31,Male,Port Kellyfort,Vermont,43,Active,Basic,36.15,69.4,9.44,47,2025-06-24,Debit Card,0.0,4.79,6,1,2025-08-08,Low,"Mobile Service, Cloud Storage",Home Internet
CUST_000543,Bruce,Yang,bruce.yang@hotmail.com,503.382.8723x24407,51,Female,North Ericville,North Dakota,94,Active,Basic,54.11,372.6,22.09,52,2025-06-01,Cash,0.0,1.87,-2,3,2025-04-11,High,"Mobile Service, Cloud Storage","Unlimited Data Plan, International Package, Home Internet"
CUST_000544,James,Wells,james.wells@hotmail.com,960.314.6723x849,69,Male,Thomastown,Idaho,34,Active,Premium,116.83,185.2,20.84,56,2025-06-05,Credit Card,0.0,3.86,1,0,,Medium,"Mobile Service, Internet, Home Security, Device Protection",Unlimited Data Plan
CUST_000545,Lori,Sandoval,lori.sandoval@gmail.com,383.977.4419x75466,31,Male,Liberg,Alaska,45,Active,Standard,81.04,147.9,62.54,68,2025-06-19,Bank Transfer,0.0,3.84,6,5,2025-05-21,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000546,David,Price,david.price@hotmail.com,509-770-5277x4025,39,Male,Palmerburgh,Tennessee,27,Active,Standard,54.95,296.4,18.41,60,2025-06-06,Credit Card,0.0,2.15,-8,5,2025-05-01,High,"Mobile Service, Internet, Insurance, Device Protection",Unlimited Data Plan
CUST_000547,Diana,Hart,diana.hart@yahoo.com,001-624-446-1767x929,77,Male,Briannashire,Minnesota,109,Active,Basic,45.94,320.6,17.26,56,2025-07-18,Debit Card,0.0,4.34,6,4,2025-06-21,Low,Mobile Service,"Unlimited Data Plan, International Package, Home Internet"
CUST_000548,Maria,Jones,maria.jones@gmail.com,001-823-311-7753x3126,41,Female,New Johnton,West Virginia,79,Suspended,Premium,134.25,250.1,18.95,53,2025-05-30,Credit Card,0.0,2.3,-10,3,2025-05-18,High,"Mobile Service, Internet, TV Service, Insurance, Cloud Storage",Unlimited Data Plan
CUST_000549,Kathryn,Obrien,kathryn.obrien@gmail.com,(551)676-2983,49,Female,Kimport,Iowa,11,Active,Premium,117.62,264.3,22.23,46,2025-06-11,Debit Card,0.0,1.71,3,2,2025-07-16,High,"Mobile Service, Internet, Home Security, International Roaming, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000550,Fernando,Cervantes,fernando.cervantes@gmail.com,890-313-0205,43,Female,Jacobhaven,New York,112,Active,Basic,32.15,43.0,17.33,46,2025-06-10,Bank Transfer,0.0,2.86,8,7,2025-08-02,High,"Mobile Service, Insurance, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000551,Jared,Carey,jared.carey@hotmail.com,(459)682-1766x191,47,Male,North Victorton,Rhode Island,109,Active,Standard,85.13,323.9,26.12,47,2025-07-14,Credit Card,0.0,4.24,-3,0,,Low,"Mobile Service, Internet, Insurance","Unlimited Data Plan, International Package, TV Bundle"
CUST_000552,Mark,Walker,mark.walker@yahoo.com,665-812-4189x389,65,Male,New Heidiville,Pennsylvania,61,Active,Standard,75.45,200.7,44.15,52,2025-07-07,Debit Card,0.0,2.69,-2,0,,Low,"Mobile Service, Insurance","Unlimited Data Plan, Home Internet"
CUST_000553,Sharon,Mercer,sharon.mercer@hotmail.com,5057643502,32,Female,East Trevorshire,South Carolina,46,Active,Basic,31.47,25.9,14.37,42,2025-07-30,Credit Card,0.0,3.45,-1,1,2025-08-03,Low,Mobile Service,"Device Upgrade, Home Internet"
CUST_000554,Kathy,Johnson,kathy.johnson@gmail.com,(799)818-7240x10783,33,Female,Turnerbury,Alaska,56,Active,Enterprise,157.37,212.7,19.3,44,2025-05-28,Cash,0.0,4.05,8,1,2025-02-27,Low,"Mobile Service, TV Service, Business Solutions, Device Protection, International Roaming","Unlimited Data Plan, Home Security System"
CUST_000555,Kim,Shepherd,kim.shepherd@hotmail.com,+1-460-387-0662x668,23,Female,Wilsonstad,Minnesota,3,Active,Premium,105.46,166.7,20.04,46,2025-06-10,Debit Card,0.0,3.93,-7,1,2025-04-29,High,"Mobile Service, Internet, TV Service, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000556,Samuel,Brown,samuel.brown@gmail.com,590-236-8900,24,Male,North Davidburgh,Maine,21,Active,Standard,67.33,287.4,30.33,39,2025-05-27,Credit Card,0.0,3.34,9,1,2025-04-23,Medium,"Mobile Service, Insurance, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000557,Michael,Rios,michael.rios@gmail.com,529-967-1114x8375,71,Female,Shellyside,Maine,85,Active,Enterprise,183.68,342.2,28.99,46,2025-08-15,Credit Card,0.0,2.83,-5,0,,Low,"Mobile Service, Internet, Business Solutions, Device Protection","Unlimited Data Plan, Home Security System"
CUST_000558,Desiree,Rose,desiree.rose@yahoo.com,588-610-5697x41328,20,Male,North Nathan,Georgia,1,Inactive,Standard,75.65,26.8,11.02,56,2025-05-26,Credit Card,0.0,2.81,-10,0,,High,Mobile Service,International Package
CUST_000559,Tiffany,Hale,tiffany.hale@hotmail.com,001-871-907-0449x64104,77,Female,Port Patrickmouth,Arizona,29,Suspended,Standard,57.83,56.4,2.89,42,2025-06-13,Credit Card,0.0,2.44,7,0,,Medium,"Mobile Service, Internet, Insurance","International Package, Device Upgrade"
CUST_000560,Jamie,Lopez,jamie.lopez@yahoo.com,+1-604-508-5095,18,Male,West Jessicachester,Nevada,30,Active,Standard,49.53,266.2,28.29,50,2025-08-06,Credit Card,0.0,4.86,8,2,2025-07-13,Low,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000561,Sarah,Goodwin,sarah.goodwin@gmail.com,+1-664-487-6998,74,Male,Mcdonaldbury,Florida,117,Active,Premium,136.97,152.8,12.35,53,2025-08-19,Bank Transfer,0.0,3.72,2,2,2025-02-24,Low,"Mobile Service, Internet, Cloud Storage","Device Upgrade, TV Bundle"
CUST_000562,Juan,Fleming,juan.fleming@yahoo.com,638-745-9609,64,Male,Donnatown,Delaware,64,Active,Standard,88.86,145.3,38.99,51,2025-06-21,Debit Card,0.0,4.97,-10,0,,Low,"Mobile Service, Internet, Insurance","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000563,Ashley,Morris,ashley.morris@yahoo.com,(977)507-0705,67,Male,Brownland,Louisiana,58,Active,Premium,121.74,375.4,5.29,42,2025-08-18,Bank Transfer,0.0,1.52,3,2,2025-06-20,Medium,"Mobile Service, Internet, Cloud Storage",
CUST_000564,Andrea,Ashley,andrea.ashley@yahoo.com,(244)547-2322,31,Male,Lake Benjaminhaven,New Hampshire,94,Suspended,Standard,112.85,35.3,28.34,63,2025-07-18,Credit Card,0.0,2.61,-6,1,2025-04-24,Low,"Mobile Service, Device Protection","Unlimited Data Plan, International Package"
CUST_000565,Bobby,Love,bobby.love@gmail.com,001-944-305-8093x511,42,Female,East Jamesshire,Mississippi,34,Active,Standard,78.58,67.8,22.69,46,2025-08-11,Bank Transfer,0.0,2.64,-3,2,2025-07-31,Medium,"Mobile Service, Internet, International Roaming",Unlimited Data Plan
CUST_000566,Erin,Jones,erin.jones@yahoo.com,420-759-5565x7490,79,Female,West Sarahshire,Alaska,90,Active,Basic,54.77,211.6,30.31,43,2025-06-02,Bank Transfer,0.0,3.37,8,2,2025-06-20,Medium,Mobile Service,Unlimited Data Plan
CUST_000567,Jason,Edwards,jason.edwards@hotmail.com,001-889-353-6902x61139,19,Female,New Thomashaven,North Dakota,86,Suspended,Standard,46.39,183.9,23.73,61,2025-07-04,Credit Card,0.0,4.23,-4,3,2025-04-24,Medium,"Mobile Service, Internet, Device Protection, International Roaming","Unlimited Data Plan, Device Upgrade"
CUST_000568,Joseph,Huff,joseph.huff@yahoo.com,953.853.7513,31,Male,Christopherside,North Carolina,87,Active,Standard,46.98,308.0,9.92,41,2025-05-30,Debit Card,0.0,1.65,-7,2,2025-08-18,High,"Mobile Service, Internet",
CUST_000569,Michael,Washington,michael.washington@gmail.com,663.792.8369x294,75,Female,Davidchester,Nebraska,66,Active,Basic,20.0,325.8,6.16,55,2025-07-11,Credit Card,0.0,2.76,6,1,2025-03-22,Low,Mobile Service,"International Package, Device Upgrade, Home Internet"
CUST_000570,Barbara,Chen,barbara.chen@gmail.com,(370)421-6487,65,Male,Port Ryanburgh,California,10,Active,Basic,45.44,101.7,5.37,56,2025-06-04,Credit Card,0.0,1.98,4,0,,High,"Mobile Service, Device Protection",
CUST_000571,Zachary,Moreno,zachary.moreno@yahoo.com,(252)368-3415x59991,24,Male,Stephaniechester,South Dakota,99,Active,Basic,31.63,241.5,10.69,62,2025-07-05,Credit Card,0.0,2.24,-10,1,2025-07-15,Medium,"Mobile Service, Insurance",
CUST_000572,Mary,Roberts,mary.roberts@yahoo.com,001-822-798-1209x957,69,Male,Thompsonshire,Louisiana,90,Active,Premium,150.57,184.4,22.6,51,2025-08-06,Credit Card,0.0,4.36,3,3,2025-03-12,Low,"Mobile Service, Internet, TV Service, Home Security",Unlimited Data Plan
CUST_000573,Jesse,Snyder,jesse.snyder@gmail.com,001-788-498-6456,53,Female,North Lisa,West Virginia,83,Active,Basic,34.61,43.5,56.02,59,2025-08-16,Credit Card,0.0,2.69,8,0,,Low,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000574,Veronica,Clark,veronica.clark@hotmail.com,999-551-5421x447,58,Male,West Sheila,Kentucky,6,Active,Standard,100.94,256.7,51.45,54,2025-07-20,Credit Card,0.0,4.51,-6,3,2025-07-18,Medium,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000575,Daniel,Hall,daniel.hall@yahoo.com,(513)288-2090,45,Male,Walltown,Mississippi,46,Active,Enterprise,238.64,713.5,16.65,56,2025-06-11,Cash,0.0,3.49,3,2,2025-04-17,Medium,"Mobile Service, Internet, TV Service, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000576,Shelly,Duncan,shelly.duncan@hotmail.com,482.674.1176x741,35,Male,West Lindabury,Washington,52,Suspended,Standard,107.37,288.9,32.45,49,2025-05-30,Credit Card,0.0,3.49,-10,3,2025-04-26,Medium,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000577,Eric,Rogers,eric.rogers@yahoo.com,+1-581-450-6185x3800,77,Male,Wigginsbury,Utah,46,Active,Basic,44.49,370.4,14.91,50,2025-06-10,Credit Card,0.0,4.09,-4,0,,Low,"Mobile Service, Device Protection",Home Internet
CUST_000578,Joseph,Hernandez,joseph.hernandez@gmail.com,001-574-423-1830x6178,41,Female,South Haileyfurt,South Dakota,105,Active,Standard,66.02,305.8,10.52,53,2025-07-18,Credit Card,0.0,1.78,4,0,,Medium,"Mobile Service, Internet, Cloud Storage",International Package
CUST_000579,Jimmy,Bailey,jimmy.bailey@hotmail.com,+1-524-334-7769x58741,74,Male,Robertmouth,Massachusetts,23,Suspended,Premium,97.92,431.8,34.31,44,2025-06-16,Debit Card,0.0,4.11,-7,1,2025-06-30,Medium,"Mobile Service, Internet, TV Service",Unlimited Data Plan
CUST_000580,Roger,Thompson,roger.thompson@yahoo.com,+1-515-862-7796x30448,48,Male,New Kelseyview,Utah,34,Inactive,Basic,55.0,232.2,25.79,48,2025-06-22,Bank Transfer,0.0,1.88,-6,3,2025-05-12,High,"Mobile Service, Device Protection, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000581,Peter,Ramos,peter.ramos@yahoo.com,404-573-5047x639,29,Female,New Cherylberg,Rhode Island,14,Active,Standard,56.99,179.9,1.25,34,2025-07-14,Debit Card,0.0,1.79,5,1,2025-02-25,Medium,"Mobile Service, International Roaming, Cloud Storage",Home Internet
CUST_000582,Stephanie,Smith,stephanie.smith@yahoo.com,555-481-0835,40,Male,Heathbury,Maine,88,Active,Basic,27.15,308.9,7.85,51,2025-08-08,Debit Card,21.73,3.7,-2,2,2025-03-25,Medium,"Mobile Service, Cloud Storage",Device Upgrade
CUST_000583,Renee,Rivera,renee.rivera@gmail.com,+1-930-200-8186,42,Male,West Kevin,Iowa,11,Active,Premium,142.52,208.8,17.09,68,2025-07-23,Credit Card,82.8,4.6,9,7,2025-07-21,High,"Mobile Service, Internet, TV Service, Home Security",Unlimited Data Plan
CUST_000584,Hailey,Johnson,hailey.johnson@hotmail.com,866-224-1118,50,Female,Lake Mariaberg,Connecticut,14,Active,Basic,34.99,483.7,6.65,47,2025-08-02,Debit Card,109.82,3.64,3,1,2025-06-16,Medium,"Mobile Service, Insurance, Device Protection, Cloud Storage",
CUST_000585,Laura,Lee,laura.lee@hotmail.com,856-680-4473x1497,36,Male,Davischester,Oklahoma,20,Active,Standard,95.38,73.9,44.35,49,2025-06-19,Debit Card,0.0,3.14,-7,2,2025-05-26,Medium,"Mobile Service, Internet, Device Protection, Cloud Storage",Unlimited Data Plan
CUST_000586,Justin,Warner,justin.warner@hotmail.com,560.276.5817,53,Female,Wisemouth,Mississippi,46,Inactive,Standard,88.9,33.5,12.93,43,2025-07-08,Credit Card,0.0,4.48,-1,0,,Low,"Mobile Service, Internet, Device Protection","Device Upgrade, TV Bundle"
CUST_000587,Anna,Day,anna.day@yahoo.com,(311)482-3793,48,Female,Jensenfort,North Dakota,113,Active,Standard,74.72,299.3,56.91,45,2025-08-01,Credit Card,0.0,3.07,4,1,2025-08-04,Low,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, Device Upgrade"
CUST_000588,Ashley,Hall,ashley.hall@yahoo.com,564-952-0599x604,68,Female,Edwardsbury,Massachusetts,47,Active,Standard,78.42,414.0,23.52,60,2025-07-06,Credit Card,171.76,3.41,7,1,2025-07-09,High,"Mobile Service, Internet","Unlimited Data Plan, International Package"
CUST_000589,Timothy,Peters,timothy.peters@hotmail.com,001-911-361-6202x8123,70,Male,South Tylerhaven,New York,57,Active,Standard,90.42,457.7,23.79,53,2025-06-05,Credit Card,119.54,3.64,-8,2,2025-07-17,High,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000590,Morgan,Barnes,morgan.barnes@gmail.com,516-744-8595x9224,28,Female,Thomasborough,Michigan,103,Suspended,Basic,35.88,328.1,49.87,54,2025-08-03,Credit Card,0.0,1.64,7,1,2025-07-11,Medium,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000591,Wendy,Reilly,wendy.reilly@gmail.com,970.756.2271x04331,29,Female,North Colleenburgh,California,76,Active,Standard,87.98,380.4,22.05,54,2025-06-26,Debit Card,0.0,3.59,9,1,2025-06-25,Medium,"Mobile Service, Internet, Insurance","Unlimited Data Plan, International Package, Device Upgrade"
CUST_000592,Angie,Perez,angie.perez@hotmail.com,8346469459,27,Female,North Brittany,Connecticut,58,Active,Basic,56.09,169.9,39.82,53,2025-08-01,Debit Card,0.0,2.64,-9,2,2025-04-05,Medium,"Mobile Service, Insurance",Unlimited Data Plan
CUST_000593,Joshua,Baker,joshua.baker@gmail.com,(989)565-9994,30,Male,North Krista,Indiana,50,Active,Standard,44.92,107.7,44.68,49,2025-05-31,Credit Card,0.0,4.11,-8,4,2025-07-27,Medium,"Mobile Service, Internet, Insurance","Unlimited Data Plan, TV Bundle"
CUST_000594,Christina,Thomas,christina.thomas@yahoo.com,7516028767,79,Female,East Annfurt,Wyoming,118,Active,Premium,102.79,220.9,14.91,47,2025-06-29,Debit Card,163.56,2.03,1,2,2025-07-09,High,"Mobile Service, Internet, International Roaming, Cloud Storage",
CUST_000595,Thomas,Collins,thomas.collins@hotmail.com,881-793-2426x87741,39,Male,North Michelle,New Jersey,5,Active,Standard,101.37,455.9,34.52,44,2025-08-05,Bank Transfer,0.0,3.35,1,1,2025-07-02,Medium,Mobile Service,Unlimited Data Plan
CUST_000596,Michael,Coleman,michael.coleman@hotmail.com,+1-536-252-0375,46,Female,Markstad,Kentucky,44,Active,Standard,74.66,222.2,19.08,55,2025-07-10,Bank Transfer,0.0,3.57,3,1,2025-08-19,Low,"Mobile Service, Internet","Unlimited Data Plan, TV Bundle"
CUST_000597,Alexander,Nelson,alexander.nelson@hotmail.com,976-404-4090x797,58,Male,Bradyside,Connecticut,101,Active,Premium,104.14,253.3,20.37,48,2025-05-26,Credit Card,0.0,1.37,5,1,2025-05-04,High,"Mobile Service, Internet, Cloud Storage",Unlimited Data Plan
CUST_000598,Anthony,Shannon,anthony.shannon@gmail.com,001-622-516-1070x518,73,Female,West Marymouth,Virginia,50,Active,Standard,100.68,462.0,17.1,49,2025-06-08,Bank Transfer,0.0,1.74,2,2,2025-08-16,High,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000599,Valerie,Bowen,valerie.bowen@yahoo.com,606.560.1382x41270,21,Male,Thompsontown,Maryland,37,Active,Basic,40.87,457.4,18.76,43,2025-06-18,Debit Card,0.0,3.39,-10,1,2025-06-10,Medium,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000600,Michael,Peterson,michael.peterson@hotmail.com,001-219-471-1121x259,64,Male,East Danamouth,Colorado,110,Active,Standard,61.21,666.8,11.32,35,2025-08-16,Debit Card,0.0,2.11,10,0,,Low,"Mobile Service, Cloud Storage",Home Internet
CUST_000601,Jennifer,Wright,jennifer.wright@hotmail.com,+1-532-540-6424x2956,33,Male,Nicoleburgh,Maine,31,Active,Enterprise,175.86,478.2,63.88,53,2025-06-17,Debit Card,0.0,4.43,8,0,,Low,"Mobile Service, Business Solutions, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000602,Heidi,Baker,heidi.baker@yahoo.com,(595)858-7209x628,50,Female,Debbieport,Indiana,48,Active,Standard,73.54,608.0,12.72,56,2025-06-25,Bank Transfer,106.28,1.55,-9,1,2025-07-07,High,"Mobile Service, Device Protection",Device Upgrade
CUST_000603,Tanya,Arnold,tanya.arnold@hotmail.com,918-434-3740x182,27,Female,Willisstad,Oregon,79,Active,Basic,34.38,493.7,49.2,48,2025-06-28,Credit Card,0.0,3.42,-7,1,2025-06-29,Medium,"Mobile Service, Insurance",Unlimited Data Plan
CUST_000604,Brianna,Johnson,brianna.johnson@hotmail.com,450-726-7551,68,Female,Franciscoside,Idaho,55,Active,Basic,37.84,612.9,48.39,47,2025-08-04,Credit Card,0.0,2.99,7,0,,Low,"Mobile Service, Device Protection","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000605,Andrew,Lamb,andrew.lamb@yahoo.com,001-796-967-3459,51,Male,Evansbury,Wisconsin,89,Active,Premium,95.35,276.3,37.78,54,2025-08-18,Debit Card,0.0,1.81,-2,2,2025-08-20,Medium,"Mobile Service, Internet, TV Service","Unlimited Data Plan, International Package"
CUST_000606,William,Fisher,william.fisher@yahoo.com,001-569-402-8249,79,Female,Lake Mason,Arkansas,12,Active,Premium,122.74,119.3,46.07,64,2025-05-31,Credit Card,176.24,2.47,-7,1,2025-04-23,High,"Mobile Service, Internet, TV Service, International Roaming","Unlimited Data Plan, Device Upgrade, Home Security System"
CUST_000607,Laura,Thomas,laura.thomas@yahoo.com,562.570.2324x412,53,Female,Davisbury,Georgia,74,Active,Basic,51.73,724.2,19.93,49,2025-07-28,Credit Card,0.0,4.83,-9,0,,Low,"Mobile Service, Device Protection",Unlimited Data Plan
CUST_000608,Angela,Rowe,angela.rowe@gmail.com,825.417.8637x6731,73,Male,Kathrynberg,Montana,98,Active,Premium,102.79,258.1,24.47,47,2025-08-06,Credit Card,0.0,4.95,3,0,,Low,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000609,Mark,Campbell,mark.campbell@hotmail.com,001-569-768-1579x0392,46,Male,Matthewtown,South Carolina,63,Active,Premium,108.85,525.4,50.55,32,2025-07-20,Credit Card,0.0,3.52,6,1,2025-07-17,Low,"Mobile Service, Internet, TV Service",Unlimited Data Plan
CUST_000610,Raymond,Jones,raymond.jones@gmail.com,(873)403-4615,45,Male,Hernandezport,Missouri,4,Active,Basic,39.08,225.0,16.35,48,2025-07-27,Credit Card,0.0,3.58,-8,0,,Medium,Mobile Service,"Unlimited Data Plan, Home Internet"
